keya,keyb,disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2,milex_a,milex_b,milper_a,milper_b,irst_a,irst_b,pec_a,pec_b,tpop_a,tpop_b,upop_a,upop_b,cinc_a,cinc_b,milex_ratio,milper_ratio,irst_ratio,pec_ratio,tpop_ratio,upop_ratio,cinc_ratio,power_asymmetry
630-1945,365-1945,20,20,630,IRN,365,RUS,1945,18,11,1945,9,5,1946,0,0,0,7,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,44,44,7,0,7,49,0,49,0,0,0,0,0,30822,8589076,90,12500,0,12252,2452,151257,15215,177300,1749,29189,0.003319965,0.11820719,0.003588512,0.0072,0,0.01621082,0.085815003,0.059919833,0.028085978,0.114887226
630-1946,365-1946,20,20,630,IRN,365,RUS,1946,18,11,1945,9,5,1946,4,1,0,7,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,2,130,174,7,0,7,49,0,49,0,0,0,0,0,33723,8764724,101,2500,0,13346,1485,179782,15408,174000,1845,28110,0.004524453,0.12254112,0.003847583,0.0404,0,0.008260004,0.088551724,0.065635005,0.036921913,0.118016667
300-1912,345-1912,21,21,300,AUH,345,YUG,1912,21,11,1912,3,12,1912,5,3,0,12,3,0,1,2,1,1,2,0,12,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,13,13,10,10,0,82,82,0,0,0,0,0,0,27376,1184,322,31,2708,0,33358,150,51729,3052,4555,128,0.043674219,0.00189498,23.12162162,10.38709677,,222.3866667,16.94921363,35.5859375,23.04732208,0.041779239
345-1912,300-1912,21,21,345,YUG,300,AUH,1912,21,11,1912,3,12,1912,5,3,0,12,3,0,1,2,0,1,1,0,0,1,1,1,1,2,0,12,3,1,3,1,3,1,0,1,13,13,10,0,10,82,0,82,0,0,0,0,0,1184,27376,31,322,0,2708,150,33358,3052,51729,128,4555,0.00189498,0.043674219,0.043249562,0.096273292,0,0.004496672,0.058999787,0.028100988,0.043388989,0.041779239
300-1912,365-1912,21,21,300,AUH,365,RUS,1912,21,11,1912,3,12,1912,5,3,0,12,3,0,1,2,1,1,2,0,12,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,13,13,10,10,0,82,82,0,0,0,0,0,0,27376,73512,322,1434,2708,4503,33358,50459,51729,167900,4555,11801,0.043674219,0.12401763,0.372401785,0.224546722,0.60137686,0.661091183,0.308094104,0.385984239,0.352161374,0.080343411
365-1912,300-1912,21,21,365,RUS,300,AUH,1912,21,11,1912,3,12,1912,5,3,0,12,3,0,1,2,0,1,2,0,0,1,1,1,1,2,0,12,3,1,3,1,3,1,0,1,13,13,10,0,10,82,0,82,0,0,0,0,0,73512,27376,1434,322,4503,2708,50459,33358,167900,51729,11801,4555,0.12401763,0.043674219,2.685271771,4.453416149,1.662850812,1.512650639,3.245761565,2.590779363,2.839607275,0.080343411
365-1940,367-1940,22,22,365,RUS,367,LAT,1940,9,6,1940,17,6,1940,1,2,0,19,4,1,1,1,1,1,1,,19,4,1,0,0,0,,19,4,1,1,3,1,3,0,1,9,9,16,16,16,65,65,65,0,0,0,0,0,6145214,7984,4200,34,18317,2,201846,1153,194077,2000,33978,392,0.13734491,0.000891302,769.6911323,123.5294118,9158.5,175.0615785,97.0385,86.67857143,154.0946226,0.136453608
367-1940,365-1940,22,22,367,LAT,365,RUS,1940,9,6,1940,17,6,1940,2,2,0,19,4,1,1,1,0,0,0,,19,4,1,1,1,1,,19,4,1,3,1,3,1,0,1,9,9,16,16,16,65,65,65,0,0,0,0,0,7984,6145214,34,4200,2,18317,1153,201846,2000,194077,392,33978,0.000891302,0.13734491,0.001299222,0.008095238,0.000109188,0.005712276,0.010305188,0.011536877,0.006489519,0.136453608
365-1939,366-1939,23,23,365,RUS,366,EST,1939,1,3,1939,18,10,1939,4,1,0,15,4,0,1,1,1,1,2,0,15,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,232,232,13,13,0,96,96,0,0,0,0,0,0,5984123,5123,1789,15,17564,0,181115,768,170315,1141,35124,175,0.1381359,0.000564718,1168.089596,119.2666667,,235.8268229,149.2681858,200.7085714,244.610364,0.137571182
366-1939,365-1939,23,23,366,EST,365,RUS,1939,1,3,1939,18,10,1939,3,1,0,15,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,15,4,1,3,1,3,1,0,1,232,232,13,0,13,96,0,96,0,0,0,0,0,5123,5984123,15,1789,0,17564,768,181115,1141,170315,175,35124,0.000564718,0.1381359,0.000856099,0.008384572,0,0.0042404,0.006699351,0.004982348,0.004088134,0.137571182
200-1831,210-1831,25,25,200,UKG,210,NTH,1831,15,8,1831,30,9,1831,5,3,0,8,3,0,2,3,0,0,0,0,8,3,0,1,1,1,0,0,1,1,4,1,1,3,0,1,47,47,7,7,0,49,49,0,0,0,0,0,0,8903,3431,150,80,600,0,30981,543,24135,2707,2849,203,0.29890975,0.022987362,2.5948703,1.875,,57.05524862,8.915773919,14.03448276,13.00322107,0.275922388
210-1831,200-1831,25,25,210,NTH,200,UKG,1831,15,8,1831,30,9,1831,5,3,0,8,3,0,2,3,1,1,1,0,0,1,1,0,0,0,0,8,3,0,1,4,3,1,0,1,47,47,7,0,7,49,0,49,0,0,0,0,0,3431,8903,80,150,0,600,543,30981,2707,24135,203,2849,0.022987362,0.29890975,0.385375716,0.533333333,0,0.017526871,0.112160762,0.071253071,0.076904022,0.275922388
210-1831,211-1831,25,25,210,NTH,211,BEL,1831,2,8,1831,2,2,1832,0,0,0,18,4,1,2,3,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,152,152,17,17,17,75,75,75,0,0,0,0,0,3431,2906,80,54,0,90,543,1833,2707,4090,203,194,0.022987362,0.035279308,1.180660702,1.481481481,0,0.296235679,0.661858191,1.046391753,0.651581998,0.012291946
210-1832,211-1832,25,25,210,NTH,211,BEL,1832,2,8,1831,2,2,1832,5,3,0,18,4,1,2,3,1,1,1,,18,4,1,0,0,0,,18,4,1,1,3,1,3,0,2,34,186,17,17,17,75,75,75,0,0,0,0,0,3763,2847,38,46,0,93,590,1993,2738,4103,204,195,0.02156111,0.035414238,1.321742185,0.826086957,0,0.296036126,0.667316598,1.046153846,0.608826032,0.013853128
211-1831,210-1831,25,25,211,BEL,210,NTH,1831,2,8,1831,2,2,1832,0,0,0,18,4,1,2,3,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,152,152,17,17,17,75,75,75,0,0,0,0,0,2906,3431,54,80,90,0,1833,543,4090,2707,194,203,0.035279308,0.022987362,0.846983387,0.675,,3.375690608,1.510897673,0.955665025,1.534726255,0.012291946
211-1832,210-1832,25,25,211,BEL,210,NTH,1832,2,8,1831,2,2,1832,5,3,0,18,4,1,2,3,0,0,0,,18,4,1,1,1,1,,18,4,1,3,1,3,1,0,2,34,186,17,17,17,75,75,75,0,0,0,0,0,2847,3763,46,38,93,0,1993,590,4103,2738,195,204,0.035414238,0.02156111,0.756577199,1.210526316,,3.377966102,1.49853908,0.955882353,1.642505326,0.013853128
210-1831,220-1831,25,25,210,NTH,220,FRN,1831,15,8,1831,30,9,1831,5,3,0,19,4,1,2,3,1,1,1,,19,4,1,0,0,0,,18,4,0,1,4,3,1,0,1,47,47,16,16,17,65,65,75,0,0,0,0,0,3431,18174,80,373,0,225,543,2341,2707,32570,203,1052,0.022987362,0.14994995,0.188786178,0.214477212,0,0.231952157,0.083113294,0.192965779,0.153300231,0.126962588
220-1831,210-1831,25,25,220,FRN,210,NTH,1831,15,8,1831,30,9,1831,5,3,0,19,4,1,2,3,0,0,0,,18,4,0,1,1,1,,19,4,1,4,1,1,3,0,1,47,47,16,17,16,65,75,65,0,0,0,0,0,18174,3431,373,80,225,0,2341,543,32570,2707,1052,203,0.14994995,0.022987362,5.29699796,4.6625,,4.311233886,12.03176949,5.18226601,6.523147371,0.126962588
220-1831,255-1831,25,25,220,FRN,255,GMY,1831,15,8,1831,30,9,1831,5,3,0,2,2,0,2,3,0,0,0,0,0,1,0,1,1,1,0,2,2,0,4,2,3,1,0,1,47,47,1,0,1,30,0,30,0,0,0,0,0,18174,3135,373,131,225,93,2341,1700,32570,13039,1052,249,0.14994995,0.047164716,5.797129187,2.847328244,2.419354839,1.377058824,2.497890943,4.224899598,3.179282369,0.102785234
255-1831,220-1831,25,25,255,GMY,220,FRN,1831,15,8,1831,30,9,1831,5,3,0,2,2,0,2,3,1,1,1,0,2,2,0,0,0,0,0,0,1,0,2,4,1,3,0,1,47,47,1,1,0,30,30,0,0,0,0,0,0,3135,18174,131,373,93,225,1700,2341,13039,32570,249,1052,0.047164716,0.14994995,0.172499175,0.351206434,0.413333333,0.726185391,0.400337734,0.236692015,0.31453639,0.102785234
Feb-48,365-1948,26,26,2,USA,365,RUS,1948,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,286,286,16,13,16,65,96,65,0,0,0,0,0,10960998,13157894,1446,2900,80413,18639,1396394,232947,147208,178000,42019,30636,0.2946597,0.16399956,0.833035895,0.49862069,4.314233596,5.994470845,0.827011236,1.371556339,1.796710308,0.13066014
Feb-49,365-1949,26,26,2,USA,365,RUS,1949,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,2,207,493,16,13,16,65,96,65,0,0,0,0,0,13503000,13964622,1615,3600,70740,23291,1199344,264543,149767,175000,43216,31982,0.27316636,0.16791792,0.966943466,0.448611111,3.037224679,4.533644814,0.855811429,1.351260084,1.626785039,0.10524844
365-1948,Feb-48,26,26,365,RUS,2,USA,1948,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,1,286,286,16,16,13,65,65,96,0,0,0,0,0,13157894,10960998,2900,1446,18639,80413,232947,1396394,178000,147208,30636,42019,0.16399956,0.2946597,1.200428465,2.005532503,0.23179088,0.166820396,1.209173414,0.729098741,0.556572752,0.13066014
365-1949,Feb-49,26,26,365,RUS,2,USA,1949,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,2,207,493,16,16,13,65,65,96,0,0,0,0,0,13964622,13503000,3600,1615,23291,70740,264543,1199344,175000,149767,31982,43216,0.16791792,0.27316636,1.034186625,2.229102167,0.32924795,0.22057308,1.168481708,0.740049981,0.614709366,0.10524844
200-1948,365-1948,26,26,200,UKG,365,RUS,1948,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,286,286,16,13,16,65,96,65,0,0,0,0,0,3438984,13157894,847,2900,15116,18639,233072,232947,50026,178000,18852,30636,0.075426005,0.16399956,0.261362799,0.292068966,0.810987714,1.000536603,0.281044944,0.615354485,0.459915899,0.088573555
200-1949,365-1949,26,26,200,UKG,365,RUS,1949,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,2,207,493,16,13,16,65,96,65,0,0,0,0,0,3137333,13964622,770,3600,15803,23291,237129,264543,50324,175000,18907,31982,0.070787571,0.16791792,0.224662938,0.213888889,0.678502426,0.896372234,0.287565714,0.591176287,0.421560552,0.097130349
365-1948,200-1948,26,26,365,RUS,200,UKG,1948,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,1,286,286,16,16,13,65,65,96,0,0,0,0,0,13157894,3438984,2900,847,18639,15116,232947,233072,178000,50026,30636,18852,0.16399956,0.075426005,3.82609922,3.423848878,1.233064303,0.999463685,3.558149762,1.625079567,2.174310571,0.088573555
365-1949,200-1949,26,26,365,RUS,200,UKG,1949,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,2,207,493,16,16,13,65,65,96,0,0,0,0,0,13964622,3137333,3600,770,23291,15803,264543,237129,175000,50324,31982,18907,0.16791792,0.070787571,4.451112458,4.675324675,1.473834082,1.11560796,3.47746602,1.691542815,2.372138465,0.097130349
220-1948,365-1948,26,26,220,FRN,365,RUS,1948,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,286,286,16,13,16,65,96,65,0,0,0,0,0,910344,13157894,577,2900,7236,18639,80735,232947,41044,178000,6740,30636,0.032588579,0.16399956,0.069186148,0.198965517,0.388218252,0.346580982,0.23058427,0.220002611,0.198711381,0.131410981
220-1949,365-1949,26,26,220,FRN,365,RUS,1949,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,2,207,493,16,13,16,65,96,65,0,0,0,0,0,1246614,13964622,588,3600,9152,23291,92822,264543,41400,175000,6816,31982,0.035492346,0.16791792,0.089269441,0.163333333,0.39294148,0.350876795,0.236571429,0.21311988,0.211367232,0.132425574
365-1948,220-1948,26,26,365,RUS,220,FRN,1948,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,1,286,286,16,16,13,65,65,96,0,0,0,0,0,13157894,910344,2900,577,18639,7236,232947,80735,178000,41044,30636,6740,0.16399956,0.032588579,14.45376034,5.025996534,2.575870647,2.885328544,4.336809278,4.545400593,5.032424396,0.131410981
365-1949,220-1949,26,26,365,RUS,220,FRN,1949,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,2,207,493,16,16,13,65,65,96,0,0,0,0,0,13964622,1246614,3600,588,23291,9152,264543,92822,175000,41400,31982,6816,0.16791792,0.035492346,11.20204169,6.12244898,2.544908217,2.850003232,4.22705314,4.692194836,4.731102306,0.132425574
Feb-61,265-1961,27,27,2,USA,265,GDR,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,12,3,1,0,1,2,0,15,4,0,1,4,1,3,0,1,77,77,13,10,13,96,82,96,0,0,0,0,0,47808000,289001,2307,139,88917,3867,1447002,85932,183691,17125,50941,3491,0.21065485,0.00904201,165.4250331,16.5971223,22.99379364,16.83891915,10.72648175,14.59209396,23.29734838,0.20161284
265-1961,Feb-61,27,27,265,GDR,2,USA,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,0,1,0,0,0,12,3,1,4,1,3,1,0,1,77,77,13,13,10,96,96,82,0,0,0,0,0,289001,47808000,139,2307,3867,88917,85932,1447002,17125,183691,3491,50941,0.00904201,0.21065485,0.006045034,0.060251409,0.043489996,0.059386234,0.093227213,0.06853026,0.04292334,0.20161284
Feb-61,290-1961,27,27,2,USA,290,POL,1961,18,10,1961,28,10,1961,5,3,0,12,3,0,4,4,1,0,0,0,12,3,1,0,0,0,0,7,3,0,1,4,1,3,0,1,11,11,10,10,7,82,82,49,0,0,0,0,0,47808000,1071000,2307,305,88917,7234,1447002,77271,183691,29965,50941,6297,0.21065485,0.014440515,44.63865546,7.563934426,12.29153995,18.72632682,6.130185216,8.089725266,14.58776574,0.196214335
290-1961,Feb-61,27,27,290,POL,2,USA,1961,18,10,1961,28,10,1961,5,3,0,12,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,12,3,1,4,1,3,1,0,1,11,11,10,7,10,82,49,82,0,0,0,0,0,1071000,47808000,305,2307,7234,88917,77271,1447002,29965,183691,6297,50941,0.014440515,0.21065485,0.022402108,0.132206329,0.081356771,0.053400755,0.163127208,0.123613592,0.068550594,0.196214335
Feb-61,315-1961,27,27,2,USA,315,CZE,1961,18,10,1961,28,10,1961,5,3,0,12,3,0,4,4,1,0,0,0,12,3,1,0,0,0,0,7,3,0,1,4,1,3,0,1,11,11,10,10,7,82,82,49,0,0,0,0,0,47808000,1111500,2307,310,88917,7043,1447002,59156,183691,13780,50941,1958,0.21065485,0.011334441,43.01214575,7.441935484,12.62487576,24.46078166,13.33026125,26.01685393,18.5853762,0.199320409
315-1961,Feb-61,27,27,315,CZE,2,USA,1961,18,10,1961,28,10,1961,5,3,0,12,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,12,3,1,4,1,3,1,0,1,11,11,10,7,10,82,49,82,0,0,0,0,0,1111500,47808000,310,2307,7043,88917,59156,1447002,13780,183691,1958,50941,0.011334441,0.21065485,0.023249247,0.134373645,0.0792087,0.040881768,0.075017284,0.038436623,0.053805744,0.199320409
Feb-61,365-1961,27,27,2,USA,365,RUS,1961,25,7,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,12,3,1,0,1,2,0,15,4,1,1,3,1,3,0,1,96,96,13,10,13,96,82,96,0,0,0,0,0,47808000,43662960,2307,3000,88917,70756,1447002,660194,183691,218145,50941,53420,0.21065485,0.17375904,1.094932639,0.769,1.256670812,2.191783021,0.842059181,0.953594159,1.212338938,0.03689581
365-1961,Feb-61,27,27,365,RUS,2,USA,1961,25,7,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,12,3,1,3,1,3,1,0,1,96,96,13,13,10,96,96,82,0,0,0,0,0,43662960,47808000,3000,2307,70756,88917,660194,1447002,218145,183691,53420,50941,0.17375904,0.21065485,0.913298193,1.300390117,0.795753343,0.456249542,1.187564987,1.048664141,0.824851837,0.03689581
200-1961,265-1961,27,27,200,UKG,265,GDR,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,0,2,4,1,3,0,1,77,77,13,7,13,96,49,96,0,0,0,0,0,4791138,289001,475,139,22441,3867,241081,85932,52807,17125,18648,3491,0.040090885,0.00904201,16.57827482,3.417266187,5.80320662,2.805485733,3.083620438,5.341735892,4.433846714,0.031048875
265-1961,200-1961,27,27,265,GDR,200,UKG,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,0,1,0,0,0,7,3,0,4,2,3,1,0,1,77,77,13,13,7,96,96,49,0,0,0,0,0,289001,4791138,139,475,3867,22441,85932,241081,17125,52807,3491,18648,0.00904201,0.040090885,0.060319907,0.292631579,0.172318524,0.356444514,0.324294128,0.187205062,0.225537792,0.031048875
200-1961,290-1961,27,27,200,UKG,290,POL,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,4791138,1071000,475,305,22441,7234,241081,77271,52807,29965,18648,6297,0.040090885,0.014440515,4.473518207,1.557377049,3.102156483,3.119941505,1.762289338,2.961410195,2.776278062,0.02565037
290-1961,200-1961,27,27,290,POL,200,UKG,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,1071000,4791138,305,475,7234,22441,77271,241081,29965,52807,6297,18648,0.014440515,0.040090885,0.223537706,0.642105263,0.322356401,0.32051883,0.56744371,0.337676963,0.360194468,0.02565037
200-1961,315-1961,27,27,200,UKG,315,CZE,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,4791138,1111500,475,310,22441,7043,241081,59156,52807,13780,18648,1958,0.040090885,0.011334441,4.31051552,1.532258065,3.186284254,4.07534316,3.832148041,9.524004086,3.537085331,0.028756444
315-1961,200-1961,27,27,315,CZE,200,UKG,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,1111500,4791138,310,475,7043,22441,59156,241081,13780,52807,1958,18648,0.011334441,0.040090885,0.231990813,0.652631579,0.313845194,0.245378109,0.260950253,0.104997855,0.282718653,0.028756444
200-1961,365-1961,27,27,200,UKG,365,RUS,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,1,2,3,1,3,0,1,77,77,13,7,13,96,49,96,0,0,0,0,0,4791138,43662960,475,3000,22441,70756,241081,660194,52807,218145,18648,53420,0.040090885,0.17375904,0.109730032,0.158333333,0.317160382,0.365166905,0.242072933,0.349082741,0.230726902,0.133668155
365-1961,200-1961,27,27,365,RUS,200,UKG,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,7,3,0,3,2,3,1,0,1,77,77,13,13,7,96,96,49,0,0,0,0,0,43662960,4791138,3000,475,70756,22441,660194,241081,218145,52807,53420,18648,0.17375904,0.040090885,9.113275385,6.315789474,3.152978923,2.738473791,4.130986422,2.864650365,4.334128319,0.133668155
220-1961,265-1961,27,27,220,FRN,265,GDR,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,0,2,4,1,3,0,1,77,77,13,7,13,96,49,96,0,0,0,0,0,4128544,289001,720,139,17570,3867,123162,85932,46163,17125,8233,3491,0.030387744,0.00904201,14.28556995,5.179856115,4.54357383,1.433249546,2.695649635,2.358350043,3.360728976,0.021345734
265-1961,220-1961,27,27,265,GDR,220,FRN,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,0,1,0,0,0,7,3,0,4,2,3,1,0,1,77,77,13,13,7,96,96,49,0,0,0,0,0,289001,4128544,139,720,3867,17570,85932,123162,17125,46163,3491,8233,0.00904201,0.030387744,0.070000707,0.193055556,0.220091064,0.697715204,0.370968091,0.424025264,0.297554491,0.021345734
220-1961,290-1961,27,27,220,FRN,290,POL,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,4128544,1071000,720,305,17570,7234,123162,77271,46163,29965,8233,6297,0.030387744,0.014440515,3.854849673,2.360655738,2.428808405,1.593896805,1.540563991,1.307447991,2.104339354,0.015947229
290-1961,220-1961,27,27,290,POL,220,FRN,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,1071000,4128544,305,720,7234,17570,77271,123162,29965,46163,6297,8233,0.014440515,0.030387744,0.259413488,0.423611111,0.41172453,0.627393189,0.649112926,0.764848779,0.475208525,0.015947229
220-1961,315-1961,27,27,220,FRN,315,CZE,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,4128544,1111500,720,310,17570,7043,123162,59156,46163,13780,8233,1958,0.030387744,0.011334441,3.714389564,2.322580645,2.494675564,2.081986612,3.35,4.204800817,2.6810095,0.019053303
315-1961,220-1961,27,27,315,CZE,220,FRN,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,1111500,4128544,310,720,7043,17570,59156,123162,13780,46163,1958,8233,0.011334441,0.030387744,0.269223242,0.430555556,0.400853728,0.480310485,0.298507463,0.237823394,0.372993829,0.019053303
220-1961,365-1961,27,27,220,FRN,365,RUS,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,1,2,3,1,3,0,1,77,77,13,7,13,96,49,96,0,0,0,0,0,4128544,43662960,720,3000,17570,70756,123162,660194,46163,218145,8233,53420,0.030387744,0.17375904,0.094554835,0.24,0.248318164,0.186554255,0.211616127,0.154118308,0.174884392,0.143371296
365-1961,220-1961,27,27,365,RUS,220,FRN,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,7,3,0,3,2,3,1,0,1,77,77,13,13,7,96,96,49,0,0,0,0,0,43662960,4128544,3000,720,70756,17570,660194,123162,218145,46163,53420,8233,0.17375904,0.030387744,10.57587372,4.166666667,4.027091633,5.360370894,4.725537768,6.488521803,5.718063177,0.143371296
260-1961,265-1961,27,27,260,GFR,265,GDR,1961,13,8,1961,28,10,1961,5,3,0,18,4,1,4,4,1,0,0,0,18,4,0,0,1,2,0,18,4,0,2,4,3,1,0,1,77,77,17,17,17,75,75,75,0,0,0,0,0,3158714,289001,350,139,33458,3867,214278,85932,56227,17125,16433,3491,0.040470645,0.00904201,10.92976841,2.517985612,8.652185156,2.493576316,3.283328467,4.707247207,4.475846227,0.031428635
265-1961,260-1961,27,27,265,GDR,260,GFR,1961,13,8,1961,28,10,1961,5,3,0,18,4,1,4,4,0,1,2,0,18,4,0,1,0,0,0,18,4,0,4,2,1,3,0,1,77,77,17,17,17,75,75,75,0,0,0,0,0,289001,3158714,139,350,3867,33458,85932,214278,17125,56227,3491,16433,0.00904201,0.040470645,0.091493247,0.397142857,0.115577739,0.401030437,0.304568979,0.212438386,0.223421438,0.031428635
260-1961,290-1961,27,27,260,GFR,290,POL,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,3158714,1071000,350,305,33458,7234,214278,77271,56227,29965,16433,6297,0.040470645,0.014440515,2.949312792,1.147540984,4.625103677,2.773071398,1.876422493,2.609655391,2.802576293,0.02603013
290-1961,260-1961,27,27,290,POL,260,GFR,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,1071000,3158714,305,350,7234,33458,77271,214278,29965,56227,6297,16433,0.014440515,0.040470645,0.339062036,0.871428571,0.216211369,0.360610982,0.53292902,0.383192357,0.35681455,0.02603013
260-1961,315-1961,27,27,260,GFR,315,CZE,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,3158714,1111500,350,310,33458,7043,214278,59156,56227,13780,16433,1958,0.040470645,0.011334441,2.841847953,1.129032258,4.750532444,3.622253026,4.080333817,8.392747702,3.570590292,0.029136204
315-1961,260-1961,27,27,315,CZE,260,GFR,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0,1111500,3158714,310,350,7043,33458,59156,214278,13780,56227,1958,16433,0.011334441,0.040470645,0.35188371,0.885714286,0.21050272,0.276071272,0.245077987,0.11915049,0.280065737,0.029136204
